City,Your city,Employment status,Your employment status,Position,Your position,Total years of experience,Years of experience in Germany,Seniority level,Your seniority level,Main technology / programming language,Other technologies/programming languages you use often,Years in the current workplace,What languages do you speak and use at work?,Your main technology,Just a few more general questions,Company size,Annual gross salary without bonus and stocks in EUR,Annual Brutto salary with bonus and stocks in EUR,Annual bonus+stocks one year ago.,Number of vacation days,Hourly rate in EUR,Working hours for the last year,Number of days off in the last year,"Third-party income from small customers or own projects (annualy, in EUR)",Working hours per week,layoff affects you,company layoffs,Work From Home allowance
Berlin,,Full-time employee,,Backend Developer,,14,3,Senior,,C# / .NET,".NET,Google Cloud,Kubernetes,Docker,Terraform",3,English,,,1000+,95000,120000,105000,28,,,,,,No,Yes,No
Frankfurt,,Full-time employee,,Backend Developer,,3,3,Middle,,Java,"Docker,SQL",2,"German,English",,,101-1000,53000,53000,48000,30,,,,,,,No,No
Berlin,,Full-time employee,,Frontend Developer,,6,0,Senior,,JavaScript / Typescript,Angular,4,"English,Russian",,,101-1000,82000,95000,,28,,,,,,,No,No
Berlin,,Full-time employee,,BI Developer / Data Engineer,,1,1,Junior,,Java,"Azure,Docker,Google Cloud,SQL",1,"English,German",,,101-1000,54500,54500,52000,28,,,,,,,No,100 - 500
Berlin,,Full-time employee,,Mobile Developer,,10,5,Senior,,Kotlin,Java / Scala,2,English,,,101-1000,82500,82500,82500,35,,,,,,No,Yes,100 - 500
Munich,,Full-time employee,,Software Engineer,,10,2,Senior,,JavaScript / Typescript,"PHP, React,NodeJS,SQL,AWS,Kubernetes,Terraform,Docker",2,English,,,101-1000,65000,65250,65000,28,,,,,,,No,No
Bonn,,Full-time employee,,Data Scientist,,12,13,Junior,,NodeJS,Javascript / Typescript,14,Russian,,,up to 10,10000,5000,2000,60,,,,,,,No,up to 100 euro
Berlin,,Full-time employee,,Network / Security Engineer / System Administrator,,17,3,Lead / Staff,,Other,Terraform,0,English,Ansible,,51-100,65000,65000,55000,27,,,,,,,No,over 1000 euros
Munich,,Full-time employee,,Software Engineer,,8,4,Senior,,Java,,0,"English,German,Russian",,,11-50,80000,0,,30,,,,,,,No,No
Munich,,Full-time employee,,Frontend Developer,,3,0,Middle,,JavaScript / Typescript,Python,3,English,,,1000+,67000,70000,,30,,,,,,No,Yes,500 - 1000
Berlin,,Full-time employee,,BI Developer / Data Engineer,,8,8,Lead / Staff,,Python,"Python,Java / Scala,Javascript / Typescript,AWS,SQL,Terraform,Docker,Kubernetes,Other",3,"English,German",,,101-1000,88000,2000,,29,,,,,,,No,100 - 500
Munich,,Full-time employee,,Software Engineer,,20,0,Middle,,C# / .NET,"Kotlin,C / C++",0,Russian,,,1000+,90000,100000,,30,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,2,2,Junior,,JavaScript / Typescript,"Javascript / Typescript,NodeJS,Docker,AWS,SQL, React",1,English,,,1000+,63000,65000,55000,30,,,,,,,No,over 1000 euros
Other,Erfurt,Full-time employee,,QA Engineer,,4,1,Middle,,JavaScript / Typescript,,1,"English,Russian",,,11-50,60000,60000,55000,24,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,15,8,Lead / Staff,,Ruby,,0,English,,,1000+,105000,140000,80000,30,,,,,,No,Yes,No
Berlin,,Full-time employee,,Data Scientist,,6,3,Middle,,Python,"Azure,SQL",1,English,,,101-1000,85000,90000,72000,30,,,,,,No,Yes,100 - 500
Hamburg,,Full-time employee,,BI Developer / Data Engineer,,4,4,Senior,,Scala,"Python,SQL,Kubernetes,Docker,AWS",0,English,,,51-100,80000,80000,70000,30,,,,,,,No,No
Stuttgart,,Full-time employee,,Other,Scientific Reaeaecher,10,6,Senior,,Other,"Python,Google Cloud",2,"English,German",Python,,11-50,62000,2000,2000,30,,,,,,,No,No
Other,Batumi,Full-time employee,,Head / Principal / VP,,7,0,Head / Principal,,JavaScript / Typescript,"NodeJS, React,Go,AWS,Javascript / Typescript,Angular,SQL,Docker",1,English,,,11-50,60000,60000,,5,,,,,,,No,No
Munich,,Full-time employee,,Frontend Developer,,14,0,Senior,,JavaScript / Typescript,"NodeJS, React",0,"English,Russian",,,11-50,75000,75000,,28,,,,,,,No,No
Berlin,,Full-time employee,,BI Developer / Data Engineer,,10,2,Middle,,Python,"Azure,Docker",2,English,,,1000+,72000,0,0,27,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,6,6,Middle,,Python,"Docker,NodeJS,Java / Scala",0,"German,Russian",,,up to 10,60000,60000,52000,30,,,,,,,No,No
Berlin,,Full-time employee,,Backend Developer,,16,8,Middle,,JavaScript / Typescript,"NodeJS,Javascript / Typescript,Docker",6,"English,German,Russian",,,1000+,80000,80000,77000,30,,,,,,,No,No
Berlin,,Full-time employee,,Mobile Developer,,10,6,Senior,,Swift,,1,English,,,1000+,76000,99000,75000,28,,,,,,,No,100 - 500
Berlin,,Full-time employee,,Software Engineer,,14,10,Senior,,C / C++,"Python,Rust",10,English,,,1000+,90000,90000,90000,30,,,,,,,No,No
Berlin,,Full-time employee,,Head / Principal / VP,,9,4,Head / Principal,,C# / .NET,"Python,C# / .NET core,Javascript / Typescript, React,NodeJS,Angular,SQL,Azure,AWS,Terraform,Kubernetes,Docker",0,"English,German",,,1000+,130000,145000,115000,27,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,20,10,Lead / Staff,,JavaScript / Typescript," React,Go,Rust,Kubernetes,Docker,Terraform",3,English,,,101-1000,120000,130000,120000,30,,,,,,,No,No
Karlsruhe,,Full-time employee,,Software Engineer,,4,4,Senior,,Python,"SQL,Azure,Kubernetes,Docker",4,"English,German",,,1000+,80000,86000,70000,30,,,,,,,No,No
Berlin,,Full-time employee,,Frontend Developer,,5,30,Middle,,JavaScript / Typescript,NodeJS,1,"Russian,English,German",,,1000+,68000,70000,,30,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,11,6,Lead / Staff,,Rust,"Python,C / C++,Kubernetes,Docker",5,English,,,1000+,68500,1500,65000,30,,,,,,No,Yes,No
Berlin,,Full-time employee,,Software Engineer,,10,5,Senior,,Python,AWS,3,"English,Russian",,,101-1000,85000,85000,80,29,,,,,,,No,No
Berlin,,Full-time employee,,Frontend Developer,,2,5,Junior,,JavaScript / Typescript,React,2,English,,,1000+,55000,55000,47000,28,,,,,,No,Yes,No
Berlin,,Full-time employee,,Data Scientist,,3,3,Senior,,Python,"Python,SQL",0,English,,,1000+,100750,100750,74000,27,,,,,,,No,over 1000 euros
Berlin,,Full-time employee,,Backend Developer,,4,4,Middle,,Kotlin,"Java / Scala,Python,SQL,AWS,Kubernetes,Docker",3,"English,German",,,101-1000,78000,78000,70000,30,,,,,,No,Yes,500 - 1000
Berlin,,Full-time employee,,Software Engineer,,3,2,Middle,,Ruby,"Kubernetes,Docker,SQL",3,"English,German",,,101-1000,68250,75036,70000,30,,,,,,,No,No
Berlin,,Full-time employee,,Frontend Developer,,20,6,Senior,,JavaScript / Typescript,"AWS,Docker",2,English,,,1000+,91000,103000,80000,28,,,,,,,No,up to 100 euro
Berlin,,Full-time employee,,Tech Lead / Team Lead,,10,4,Lead / Staff,,Go,"Java / Scala,Javascript / Typescript,AWS,Azure,Google Cloud,Kubernetes,Terraform,Docker",1,English,,,1000+,155000,180000,150000,28,,,,,,,No,100 - 500
Munich,,Full-time employee,,Software Engineer,,2,0,Junior,,JavaScript / Typescript,Java / Scala,0,English,,,1000+,79500,120000,0,30,,,,,,,No,No
Berlin,,Full-time employee,,BI Developer / Data Engineer,,8,8,Senior,,Python,"SQL,AWS,Google Cloud",2,English,,,1000+,85000,100000,90000,26,,,,,,No,Yes,No
Karlsruhe,,Full-time employee,,Backend Developer,,10,3,Senior,,PHP,"AWS,Kubernetes,Docker,PHP,Javascript / Typescript",3,English,,,11-50,57500,60000,54000,30,,,,,,,No,No
Hamburg,,Full-time employee,,Software / Solutions Architect,,10,7,Lead / Staff,,Rust,,1,"English,Russian",,,51-100,220000,300000,,unlimited,,,,,,,No,No
Dusseldorf,,Full-time employee,,QA Engineer,,23,23,Lead / Staff,,Java,"Javascript / Typescript,Docker,SQL,AWS",0,"English,German",,,1000+,124000,144000,,30,,,,,,,No,100 - 500
Dusseldorf,,Self-employed (freelancer),,QA Engineer,,23,23,Lead / Staff,,Java,"Javascript / Typescript,Docker",6,"German,Russian",,,up to 10,,,,,110,650,30,10000,,,No,No
Berlin,,Full-time employee,,Other,QA Automation Engineer,7,15,Senior,,JavaScript / Typescript,"Docker,AWS",15,English,,,51-100,67000,75000,60000,30,,,,,,,No,No
Other,Dortmund,Full-time employee,,Software Engineer,,18,6,Senior,,Java,"Python,Kotlin,SQL,Go,AWS,Docker,Kubernetes,Java / Scala",6,English,,,1000+,108000,108000,96000,30,,,,,,,No,up to 100 euro
Berlin,,Full-time employee,,C-level (CTO / CEO / ...),,13,6,Lead / Staff,,Scala,"Java / Scala,Kubernetes,Terraform,AWS,Docker,SQL",1,"English,German,Russian",,,up to 10,156000,156000,160000,,,,,,,,No,No
Berlin,,Full-time employee,,Head / Principal / VP,,12,8,Head / Principal,,Kotlin,"Kotlin,Java / Scala,Swift,SQL,Google Cloud,AWS,Kubernetes,Docker,Terraform",1,"English,Russian",,,101-1000,115000,120000,80000,32,,,,,,,No,100 - 500
Berlin,,Full-time employee,,Mobile Developer,,8,4,Senior,,Swift,Ruby,4,English,,,1000+,81000,85000,74000,30,,,,,,,No,No
Munich,,Full-time employee,,Software Engineer,,13,4,Senior,,C / C++,,0,"English,Russian",,,51-100,90000,95000,70000,32,,,,,,No,Yes,No
Berlin,,Self-employed (freelancer),,Other,Statistical Programmer,10,7,Senior,,Other,"R,SQL",4,English,SAS,,1000+,,,,,60,1000,40,10000,,,No,No
Berlin,,Full-time employee,,Software Engineer,,7,2,Middle,,Kotlin,"Kotlin,Java / Scala,SQL,AWS,Kubernetes,Terraform,Docker",2,"English,Russian",,,1000+,77000,82000,,27,,,,,,No,Yes,No
Munich,,Full-time employee,,Software Engineer,,15,3,Senior,,C / C++,Python,1,English,,,1000+,95000,0,,30,,,,,,,No,No
Berlin,,Full-time employee,,Other,Data Analyst,8,4,Middle,,SQL,,4,"English,German,Russian",,,51-100,52200,52200,43200,25,,,,,,No,Yes,100 - 500
Berlin,,Full-time employee,,Software Engineer,,10,5,Senior,,C / C++,SQL,1,English,,,101-1000,72000,72000,70000,30,,,,,,"Yes, I am NOT satisfied with a severance package",Yes,100 - 500
Berlin,,Full-time employee,,ML Engineer,,3,3,Middle,,Python,"SQL,AWS,Kubernetes,Docker",0,"English,German",,,51-100,68000,70000,55000,28,,,,,,No,Yes,up to 100 euro
Munich,,Full-time employee,,Engineering Manager,,10,5,Other,,JavaScript / Typescript,"Python,Javascript / Typescript,NodeJS,SQL,AWS,Terraform,Docker",0,English,,,101-1000,91000,100000,85000,30,,,,,,,No,over 1000 euros
Nuremberg,,Full-time employee,,Software Engineer,,3,0,Middle,,Python,"Javascript / Typescript,Docker",0,English,,,11-50,55000,55000,,24,,,,,,,No,No
Munich,,Full-time employee,,Backend Developer,,11,4,Senior,,Java,"Kubernetes,Docker",1,"Russian,English",,,1000+,85000,8500,72000,28,,,,,,,No,No
Berlin,,Self-employed (freelancer),,Tech Lead / Team Lead,,12,8,Lead / Staff,,JavaScript / Typescript," React,NodeJS,AWS",0,"English,German",,,11-50,,,,,90,1200,,0,,,No,No
Berlin,,Full-time employee,,Software Engineer,,4,1,Senior,,JavaScript / Typescript,"Javascript / Typescript, React",1,English,,,101-1000,75000,75000,60000,26,,,,,,,No,No
Berlin,,Full-time employee,,Backend Developer,,2,1,Middle,,Python,"Kubernetes,Terraform,Docker,AWS",0,English,,,51-100,60000,60000,,30,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,12,8,Senior,,Kotlin,"SQL,AWS,Kubernetes,Terraform,Docker",0,English,,,1000+,90000,90000,82000,26,,,,,,,No,500 - 1000
Munich,,Full-time employee,,BI Developer / Data Engineer,,10,6,Senior,,SQL,"Python,Java / Scala,SQL,AWS,Docker,Terraform",2,English,,,51-100,96000,96000,80000,Unlimited,,,,,,No,Yes,500 - 1000
Berlin,,Full-time employee,,Data Scientist,,5,2,Senior,,SQL,"Java / Scala,R,SQL,AWS,Docker",2,English,,,101-1000,80000,80000,70000,30,,,,,,No,Yes,No
Berlin,,Full-time employee,,Engineering Manager,,15,6,Lead / Staff,,Java,"Java / Scala,Kotlin,Javascript / Typescript,NodeJS,AWS,Kubernetes,Docker",6,English,,,1000+,115000,135000,115000,30,,,,,,,No,No
Berlin,,Full-time employee,,Other,Quality Assurance,20,1,Senior,,Other,Other,0,German,,,1000+,78000,84500,,30,,,,,,,No,No
Berlin,,Full-time employee,,Backend Developer,,11,6,Senior,,Scala,Docker,0,English,,,1000+,105000,124000,100000,30,,,,,,,No,100 - 500
Berlin,,Full-time employee,,Data Scientist,,5,5,Middle,,SQL,"R,SQL",1,"English,German",,,1000+,65000,67000,,30,,,,,,,No,100 - 500
Berlin,,Full-time employee,,Engineering Manager,,12,6,Lead / Staff,,Scala,"Java / Scala,Python,Javascript / Typescript,AWS,Kubernetes,Docker",6,English,,,1000+,104443,110000,93500,30,,,,,,,No,500 - 1000
Berlin,,Full-time employee,,Software Engineer,,10,4,Middle,,C / C++,"Python,PHP,Swift,Rust",1,English,,,1000+,110,70,110,28,,,,,,No,Yes,over 1000 euros
Berlin,,Full-time employee,,Frontend Developer,,4,2,Middle,,JavaScript / Typescript,"Javascript / Typescript, React",2,"English,Russian",,,101-1000,68000,68000,60000,30,,,,,,,No,No
Berlin,,Full-time employee,,Backend Developer,,1,0,Junior,,Python,"Python,SQL,Go,AWS,Kubernetes,Docker",0,English,,,11-50,45000,45000,,Unlimited,,,,,,,No,500 - 1000
Stuttgart,,Full-time employee,,DevOps,,9,2,Senior,,Other,"Terraform,Docker,Other,AWS",3,"Russian,English",Groovy,,1000+,72000,75000,69000,30,,,,,,,No,500 - 1000
Berlin,,Full-time employee,,BI Developer / Data Engineer,,13,6,Lead / Staff,,Python,"Java / Scala,Kotlin,SQL,AWS,Kubernetes,Terraform,Docker",0,English,,,1000+,140000,210000,160000,Unlimited,,,,,,No,Yes,No
Berlin,,Self-employed (freelancer),,DevOps,,8,5,Senior,,Bash,"Kubernetes,Docker",0,English,,,1000+,,,,,82,1200,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,9,9,Senior,,JavaScript / Typescript," React,NodeJS,Other",1,"German,English",,,51-100,5800,72000,,28,,,,,,No,Yes,No
Munich,,Full-time employee,,Frontend Developer,,14,4,Lead / Staff,,JavaScript / Typescript,Javascript / Typescript,,English,,,11-50,78000,3000,,,,,,,,No,Yes,No
Berlin,,Part-time employee,,BI Developer / Data Engineer,,6,6,Senior,,Python,"R,SQL,AWS,Terraform,Docker,Kubernetes,Rust,Python",1,"German,English",,,101-1000,58000,58000,77000,30,,,,,30,,No,No
Berlin,,Full-time employee,,Software / Solutions Architect,,15,5,Lead / Staff,,Python,"Python,SQL,R,AWS,Azure,Kubernetes,Terraform,Docker",5,English,,,1000+,110000,20000,104000,30,,,,,,No,Yes,No
Berlin,,Full-time employee,,Software Engineer,,0,0,Junior,,Java,"Python,SQL,Kubernetes,Docker",0,"German,English",,,101-1000,43200,46000,,30,,,,,,,No,100 - 500
Berlin,,Full-time employee,,Software Engineer,,4,3,Middle,,Python,"Java / Scala,AWS,Docker,Go,SQL",0,English,,,1000+,75000,75000,55000,30,,,,,,No,Yes,up to 100 euro
Berlin,,Full-time employee,,Engineering Manager,,15,10,Lead / Staff,,Ruby,"Go,Kubernetes,Terraform,Docker,AWS",1,English,,,1000+,105000,150000,85000,30,,,,,,No,Yes,over 1000 euros
Berlin,,Full-time employee,,Software Engineer,,15,1,Senior,,Python,"Python,Java / Scala,Google Cloud,AWS,Azure,Other",1,English,,,101-1000,87000,90000,,22,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,10,10,Lead / Staff,,Python,SQL,1,English,,,1000+,115000,200000,85000,30,,,,,,"Yes, I am satisfied with a severance package",Yes,500 - 1000
Berlin,,Full-time employee,,Backend Developer,,8,4,Middle,,Ruby,"Docker,Other",4,English,,,11-50,70000,70000,56000,28,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,10,2,Senior,,JavaScript / Typescript,"Javascript / Typescript, React,NodeJS,Clojure",0,"English,Russian",,,11-50,105000,120000,70000,28,,,,,,"Yes, I am NOT satisfied with a severance package",Yes,No
Frankfurt,,Full-time employee,,BI Developer / Data Engineer,,0,0,Junior,,Python,"AWS,Java / Scala",0,"German,English",,,101-1000,60000,60000,,30,,,,,,,No,No
Berlin,,Full-time employee,,Product Manager,,3,3,Junior,,Other,,1,English,,,101-1000,60000,60000,,27,,,,,,No,Yes,No
Berlin,,Full-time employee,,Data Scientist,,10,7,Senior,,Python,,4,English,,,1000+,110000,110000,,,,,,,,,No,No
Berlin,,Full-time employee,,BI Developer / Data Engineer,,9,4,Senior,,Python,"SQL,Docker,Other",1,English,,,1000+,110000,37000,100000,30,,,,,,,No,No
Munich,,Full-time employee,,Engineering Manager,,11,11,Senior,,Scala,"Javascript / Typescript, React,AWS,Google Cloud,Kubernetes,Docker",0,English,,,101-1000,125000,125000,105000,28,,,,,,,No,100 - 500
Berlin,,Full-time employee,,Other,Data Engineer,1,1,Junior,,Python,AWS,1,"English,German",,,51-100,54000,54000,50000,30,,,,,,,No,No
Munich,,Full-time employee,,Frontend Developer,,6,4,Senior,,JavaScript / Typescript,"Java / Scala, React,Go",4,"English,German",,,101-1000,90000,90000,82000,30,,,,,,,No,No
Berlin,,Full-time employee,,DevOps,,6,6,Senior,,Go,"AWS,Kubernetes,Terraform,Docker",2,"English,German",,,1000+,75000,75000,68000,27,,,,,,No,Yes,100 - 500
Berlin,,Full-time employee,,BI Developer / Data Engineer,,3,3,Middle,,SAP / ABAP,"SAP / ABAP,SQL,Other",0,German,,,1000+,58000,63000,50000,unlimited,,,,,,,No,500 - 1000
Frankfurt,,Full-time employee,,Tech Lead / Team Lead,,10,10,Lead / Staff,,NodeJS,"PHP,Javascript / Typescript, React,NodeJS,R,Kubernetes,AWS,Docker,Terraform",2,"English,German",,,51-100,80000,0,0,30,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,3,3,Senior,,Python,Docker,1,English,,,51-100,70000,70000,62000,28,,,,,,,No,No
Berlin,,Full-time employee,,ML Engineer,,6,3,Senior,,Python,"C / C++,Docker,Kubernetes",1,"English,Russian",,,1000+,80000,80000,75000,28,,,,,,No,Yes,No
Berlin,,Full-time employee,,BI Developer / Data Engineer,,3,3,Middle,,Python,"SQL,Azure",1,"English,German",,,1000+,63000,66000,61000,28,,,,,,,No,100 - 500
Berlin,,Full-time employee,,Backend Developer,,15,4,Senior,,Ruby,"NodeJS,Terraform,Javascript / Typescript",0,English,,,1000+,135000,250000,85000,28,,,,,,"Yes, I am satisfied with a severance package",Yes,100 - 500
Berlin,,Full-time employee,,Designer (UI/UX),,8,2,Head / Principal,,Other,Other,1,English,,,101-1000,78000,110000,78000,27,,,,,,,No,No
Berlin,,Full-time employee,,Network / Security Engineer / System Administrator,,16,3,Senior,,Bash,"AWS,Azure,Terraform,Other",0,"English,Russian",,,101-1000,70000,78000,55000,30,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,21,10,Head / Principal,,Python,"C / C++,Azure,Kubernetes,Docker,Other",0,English,,,1000+,150000,250000,125000,30,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,18,7,Senior,,Kotlin,"Javascript / Typescript,Python",1,English,,,1000+,120000,180000,180000,28,,,,,,No,Yes,No
Berlin,,Full-time employee,,QA Engineer,,8,4,Senior,,Java,Javascript / Typescript,3,English,,,101-1000,68000,76000,70000,30,,,,,,No,Yes,No
Berlin,,Full-time employee,,Software Engineer,,12,12,Senior,,Java,Javascript / Typescript,5,"English,German,Russian",,,1000+,76000,76000,74000,30,,,,,,,No,No
Berlin,,Full-time employee,,Backend Developer,,4,0,Middle,,Java,,0,English,,,51-100,65000,65000,,25,,,,,,No,Yes,No
Berlin,,Full-time employee,,Software Engineer,,11,1,Head / Principal,,Java,"Python,Java / Scala,Kotlin,R,SQL",8,"English,Russian",,,1000+,140000,186000,,30,,,,,,,No,No
Berlin,,Full-time employee,,Data Scientist,,5,0,Senior,,Python,"SQL,AWS,Docker",0,English,,,101-1000,75000,75000,,30,,,,,,,No,No
Hamburg,,Full-time employee,,Data Scientist,,7,7,Senior,,Python,"Docker,Azure,SQL",3,"English,German",,,1000+,85000,95000,79000,30,,,,,,,No,No
Berlin,,Full-time employee,,Mobile Developer,,11,11,Middle,,Kotlin,Java / Scala,2,English,,,1000+,80800,81000,77000,26,,,,,,,No,No
Berlin,,Full-time employee,,BI Developer / Data Engineer,,4,4,Senior,,SQL,"Python,Google Cloud",0,"English,German",,,1000+,76000,86000,86000,27,,,,,,No,Yes,500 - 1000
Hamburg,,Full-time employee,,Data Scientist,,5,5,Senior,,Python,SQL,2,English,,,1000+,85000,90000,70000,30,,,,,,,No,No
Munich,,Full-time employee,,Software Engineer,,20,3,Middle,,Java,"AWS,Javascript / Typescript,Docker,Kubernetes",0,English,,,101-1000,90000,95000,70000,30,,,,,,,No,No
Stuttgart,,Full-time employee,,Software Engineer,,15,7,Lead / Staff,,Java,"Angular,SQL,Google Cloud,Kubernetes,Docker",2,English,,,101-1000,115000,115000,90000,28,,,,,,,No,100 - 500
Hamburg,,Full-time employee,,Software Engineer,,8,2,Middle,,Python,React,2,English,,,1000+,75000,84000,84000,30,,,,,,,No,100 - 500
Berlin,,Full-time employee,,Engineering Manager,,16,4,Head / Principal,,Python,"SQL,AWS,Google Cloud,Terraform",1,English,,,101-1000,114000,114000,,30,,,,,,No,Yes,100 - 500
Berlin,,Full-time employee,,Engineering Manager,,11,11,Head / Principal,,Other,,3,"English,German",,,1000+,98000,132000,96000,30,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,7,4,Senior,,Python,"Java / Scala,Javascript / Typescript,SQL,Kotlin,Azure,Kubernetes,Docker",1,English,,,1000+,85000,95000,85000,30,,,,,,,No,500 - 1000
Berlin,,Full-time employee,,Software Engineer,,15,7,Senior,,C# / .NET,"Go,SQL,AWS,Terraform,Docker,Javascript / Typescript,C# / .NET core",3,"English,Russian",,,1000+,82000,90000,78000,28,,,,,,No,Yes,100 - 500
Berlin,,Full-time employee,,Software Engineer,,6,6,Senior,,Java,"Kotlin,Javascript / Typescript, React,AWS,Python",3,English,,,101-1000,82000,86000,63000,30,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,6,6,Middle,,JavaScript / Typescript,"Java / Scala,Kotlin,SQL,AWS, React",0,English,,,1000+,115000,115000,86000,28,,,,,,,No,over 1000 euros
Berlin,,Full-time employee,,Other,SRE,14,7,Senior,,Python,"SQL,AWS,Azure,Kubernetes,Terraform,Docker,Other",0,"English,German",,,1000+,85000,97750,,30,,,,,,,No,No
Berlin,,Full-time employee,,Tech Lead / Team Lead,,12,8,Lead / Staff,,SQL,"Python,AWS,Google Cloud,Kubernetes,Terraform,Docker,Other",3,English,,,101-1000,100000,120000,92000,30,,,,,,,No,over 1000 euros
Stuttgart,,Full-time employee,,DevOps,,14,4,Senior,,Other,"Python,AWS,Docker,Terraform,Kubernetes,Other,Ruby",0,"English,Russian",Linux,,51-100,90000,90000,80000,28,,,,,,,No,No
Berlin,,Full-time employee,,Tech Lead / Team Lead,,2,2,Lead / Staff,,Python,"SQL,Python",2,"English,Russian,German",,,51-100,90000,90000,75000,30,,,,,,,No,No
Hamburg,,Full-time employee,,Data Scientist,,4,4,Senior,,Python,"SQL,AWS,Docker",0,"English,German",,,51-100,80000,80000,,30,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,15,5,Senior,,Go,"Java / Scala,Python,AWS,Terraform,Kubernetes",0,English,,,1000+,135000,287000,120000,30,,,,,,No,Yes,over 1000 euros
Berlin,,Part-time employee,,Engineering Manager,,6,3,Head / Principal,,Python,"Python,Kotlin,AWS,Kubernetes,Docker",3,"English,Russian",,,1000+,139000,139000,130000,30,,,,,32,No,Yes,100 - 500
Berlin,,Full-time employee,,Mobile Developer,,11,0,Senior,,Swift,Other,0,English,,,101-1000,95000,95000,,28,,,,,,No,Yes,No
Berlin,,Full-time employee,,BI Developer / Data Engineer,,9,8,Lead / Staff,,Python,"Python,Java / Scala,Kotlin,SQL,Google Cloud,Docker",0,English,,,1000+,170000,190000,120000,Unlimited,,,,,,No,Yes,500 - 1000
Berlin,,Full-time employee,,Backend Developer,,5,0,Senior,,C# / .NET,".NET,SQL",0,English,,,up to 10,65000,65000,,30,,,,,,,No,No
Berlin,,Working student,,Software / Solutions Architect,,3,3,Junior,,Java,"Java / Scala,Python,Javascript / Typescript,SQL,SAP / ABAP,Kubernetes,Docker",1,"German,English",,,1000+,16000,4000,4000,14,,,,,,,No,No
Berlin,,Full-time employee,,ML Engineer,,10,10,Senior,,C / C++,Python,0,"English,German",,,1000+,100000,180000,85000,30,,,,,,,No,over 1000 euros
Berlin,,Full-time employee,,Software Engineer,,7,0,Senior,,Kotlin,,0,"English,Russian",,,1000+,115000,125000,,30,,,,,,,No,No
Berlin,,Full-time employee,,Engineering Manager,,11,1,Lead / Staff,,Java,,1,English,,,1000+,100000,120000,,28,,,,,,,No,up to 100 euro
Berlin,,Full-time employee,,Product Manager,,10,5,Senior,,Other,,0,English,n/a,,1000+,115000,160000,,30,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,16,1,Senior,,Python,"SQL,Docker,Terraform,Google Cloud",1,English,,,1000+,82500,95000,,30,,,,,,No,Yes,500 - 1000
Berlin,,Full-time employee,,Backend Developer,,10,1,Senior,,Ruby,,0,English,,,11-50,85000,85000,,,,,,,,,No,No
Stuttgart,,Full-time employee,,Frontend Developer,,3,0,Middle,,JavaScript / Typescript," React,NodeJS,Angular,Javascript / Typescript",0,English,,,101-1000,70000,70000,,30,,,,,,,No,No
Berlin,,Full-time employee,,Frontend Developer,,8,4,Senior,,JavaScript / Typescript,"Javascript / Typescript, React,NodeJS",0,English,,,1000+,110000,130000,,30,,,,,,,No,No
Cologne,,Full-time employee,,Data Scientist,,4,4,Middle,,SQL,"Python,R,Google Cloud",0,German,,,1000+,61500,67000,75000,30,,,,,,,No,No
Munich,,Full-time employee,,Engineering Manager,,15,7,Middle,,Kotlin,"Swift,SQL,AWS,Docker, React",0,English,,,1000+,95000,105000,95000,30,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,5,0,Senior,,Go,"Kubernetes,Terraform,Python,Docker",0,"English,Russian",,,101-1000,80400,80400,,25,,,,,,,No,No
Munich,,Full-time employee,,Backend Developer,,22,22,Lead / Staff,,Java,"Javascript / Typescript,SQL",19,"English,German",,,up to 10,58000,58000,58000,30,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,8,3,Senior,,Java,"Python,SQL,AWS,Docker",3,"English,Russian",,,101-1000,87000,87000,78000,28,,,,,,No,Yes,No
Hamburg,,Full-time employee,,Other,Senior statistician,5,5,Senior,,R,"Python,Azure",0,English,,,1000+,72500,83000,53500,30,,,,,,,No,No
Berlin,,Full-time employee,,Engineering Manager,,6,1,Senior,,Kotlin,"Javascript / Typescript,NodeJS",4,English,,,1000+,115000,165000,,28,,,,,,,No,No
Berlin,,Self-employed (freelancer),,Other,SAP Authorization consultant,13,7,Senior,,SQL,"SAP / ABAP,Google Cloud,Azure",2,"English,German",,,1000+,,,,,85,1647,60,,,,No,No
Berlin,,Full-time employee,,Backend Developer,,10,6,Senior,,Go,"SQL,AWS,Docker",0,"English,Russian",,,1000+,95000,0,85000,28,,,,,,,No,100 - 500
